data	label
@USER it appears you edited out a portion of ANTIFA talk from the latest episode and I’d like to file a formal complaint.	NOT
@USER She is not at all bothered by this invasion of her space.	NOT
@USER @USER @USER Like liberals push more gun control laws to suppress our right to own arms?	NOT
@USER A blue wave of hysterical violence #BlueWaveofViolence	NOT
@USER OH MY GOSH!! I LOVE HER!!!! a beautiful loaf &lt;3 you are an angel for taking care of her!	NOT
@USER @USER Hi Amy...your book is on my read list...thanks for speaking out Hope you are doing well🙂	NOT
@USER Once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal *don't* care about gun laws.	OFF
@USER - that he is but Jace is also worth it. The hetero keep winning.	NOT
@USER She is such a witch	OFF
"@USER Good liberals will allow a rapist"" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said...."""	OFF
@USER From the liberal media.....Yea...we should put all our trust in them.... haven’t told a single good thing he has done....and there are a lot of them...	NOT
@USER You voted to trigger Article 50. You are complicit.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER God wants us to die to ourselves. To put down our selfishness and seek Him and His will. He is so awesome. The depth of his eternal love is so humbling and awe inspiring.	NOT
@USER @USER Who remembers when this was a leftist argument in favor of Antifa right around when they first became national news	NOT
@USER Did he read ‘Mein Kampf’ to understand Hitler’s influences. That would be some photo. Mike Moore buying Mein Kampf	NOT
@USER @USER No disrespect oh pope but you need to step down...	NOT
@USER is my guy! He is my god son	NOT
#EqualJustice requires that #Dems and conservatives be treated the same way under the law. URL	NOT
@USER Bitter Obama?  How about Seriously Worried Obama.  He is the head of all this corruption at FBI and DOJ.	OFF
@USER me trying to avoid the freshman boys who hang out in my block and hit on me everyday URL	OFF
@USER Why add insult to injury? He is 100% devoid of empathy.	NOT
@USER @USER Pope Char compares Pope Francis to the false prophet. Bingo! URL	OFF
@USER @USER Dubious mortgages? lol You mean the NINJA loans for subprime borrowers that banks WERE FORCED TO PROVIDE by Democrats and liberals citing that NOT providing them was racist and discriminating just because people don't have a job. CMOs were a derivative of THE SUBPRIME PROBLEM	OFF
@USER @USER Did @USER advise Iran to do this since he is there go to guy?	NOT
@USER @USER @USER It just seems like this is another way of the liberals to change history.	NOT
@USER @USER I'm also a Prohibited Possessor thanks to Obama and his every soldier has  PTSD crazy administration.Can't get life insurance either.Still support the NRA and the work they do for gun rights.Hoping Trump will fix the wrongs of labeling veterans as a means to back-door gun control	OFF
@USER BS has no clue what comming out her mouth.WRONG	NOT
@USER Is it gun control OR anti 2a?  I haven’t seen a single ad attacking 2a.  That’s just @USER rhetoric to create fear.	OFF
@USER Thank you she is a gentle soul xxx😘😘😘❤️❤️❤️ URL	NOT
@USER Accurate numbers be damned eh? Let's pretend that hard working entrepreneurial tax paying Canadian Conservatives are as gullible as the Trump base. I'm sure they don't mind having their intelligence insulted at all.	NOT
@USER I know she is 15 but I still don’t think it’s real	NOT
"@USER @USER @USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I can't say for sure because I've never actually spoken to someone who's like Yes, hockey should involve more punching people"" but.... yeah it seems bad"""	OFF
@USER You're literally white nationalist radicals and enemies of the state. You're lucky you're not being hunted down by federal agents like the terrorists you are...but the citizenry will act in the state's place soon enough. ACTA NON VERBA. #TheResistance  #ResistTrump  #Antifa URL	OFF
@USER @USER Everything is a crisis for these conservatives. The only real crisis I’ve noticed is the complete destruction of the Conservative Party.	OFF
@USER black would be cute w ur skin tone	NOT
@USER Cross them of the list....	NOT
@USER @USER Ask @USER he know the truth hahaha 😊😊 have favoritism person so unfair	NOT
@USER And the last one when she is with herself. The truest personality.	NOT
@USER Deluded until he is walked off.	NOT
@USER Better hurry she is pretty old	OFF
@USER I don't know anything about the kkk although I believe the democrats fund them like they always did.  I think the Dems main terror group these days is antifa.	OFF
@USER That strict gun control is sure helping in California🙄	NOT
@USER @USER Kerry needs prosecuted for colluding with Iran. This needs to be done quickly. Revoke his security clearance &amp; remove his passport. He is a traitor--always has been!	OFF
@USER @USER @USER @USER You are asking the right questions😂	NOT
#liberals making life unaffordable by taxation URL	NOT
@USER @USER It's hilarious that liberals think there's an equivalency between using Senate rules to keep a nominee from being voted on and bringing someone out to accuse a nominee of sexual assault 35 years ago. Once again just showing how sane you are	OFF
"@USER Heavenly Father I ask for a hedge of protection for those in the path of this horrendous storm. May God Bless the USA, the POTUS and the Patriots of this Great Nation! May God's Wrath fall upon all Tyrants, Human Traffickers and those who betray our Great Nation! WWG1WGA"""""	NOT
@USER @USER Gun control is not the answer.	NOT
@USER @USER Ya and it looks like he is in a lit of the same MMA accounts as we have. Weird.	NOT
@USER Im not apart of Antifa foxy. I agree with you they are terrorsits	OFF
@USER Fast and furious criminal should be behind bars.	OFF
@USER If you stand up for what's right? The Conservatives were mad one of there's crossed but it's ok for a Liberal. That's double faced!	NOT
@USER @USER @USER @USER @USER You are a fascist pig. Now go report my to your shitty Twitter so I will be removed.	OFF
#Maryland remember to vote #RedNovember 6th.  We need to put conservatives in House and Senate to #KAG and end gov't corruption in Washington.  We want to keep economy booming and keep our jobs. URL	NOT
@USER Yoo our dogs should totally fuck	OFF
@USER @USER They always get mad when they are losing money. 🇺🇸	NOT
@USER EAT MY ASS OH MY GOD YOU BETTER BE LYING	OFF
@USER Just another reason she is vile	OFF
@USER @USER Gail has dropped far if she is going after actors like Rob to deal with the frustration of being a has-been...	OFF
@USER Hopefully not.	NOT
@USER knew it was a lie can see you laughing to yourself as you was writing it... you are way too engrossed in Thames yourself that you will be playing it right up until #FM19 beta comes out :')	NOT
"@USER My husband is getting his PhD in physics while I'm getting mine in chemistry. We usually get the wide-eyed recoil that clearly says, you are not normal humans, and I can have nothing in common with you."" Followed by the polite excuse to stop talking with us."""	NOT
"WHY ... it's their trail of corruption ... and they have so much of it going on, and at all times, they don't want any slips"" ... don't want American people to know who they really are AND WHAT THEY'VE BEEN UP TO ... #MAGA URL"	OFF
@USER @USER @USER Says the fat Antifa member	OFF
@USER I. AM. READ. E! URL	NOT
@USER @USER @USER So the only difference affecting crime rates between HI and CONUS is gun control?	NOT
@USER Holder is unhinged !! Brainwashed	NOT
@USER You should collab with @USER he makes minecraft and fortnite videos! he is really nice and so fun you should try it!	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER A visit to the DC Holocaust Museum revealed Hitler won by 43% of the popular vote and 32% of the seats. He also used the Schutzstaffel (SS) to intimidate his opponents reminding one of the Antifa thugs we have today. Hitler also got the Muslims on his side. Uncanny.	NOT
@USER Why don't jes get a job at cnn ! Cause I will not watch her when she is on !!!	NOT
@USER Why cant ISIS blow up these two assholes??	OFF
@USER @USER He is URL	NOT
@USER I can’t even listen to any of these idiotic Liberals. They all seem a brick short of a load.	OFF
@USER Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's	OFF
@USER Communist Elite Roger Goodell is teaching a lowlife ethics class to his daughters. Shameful Shameless left wing nut ruining the sport of football instead to teamwork and values to the flag	OFF
@USER Sometimes I get strong vibes from people and this man’s vibe is tens of millions of murders - he is more dangerous than DT.	OFF
@USER @USER #brexit @USER So we are being dangled another fictional carrot by CONservatives of an increase in social housing in 2021......we don’t know what’s happening in 6 months? Are we meant to be as stupid as Trump supporters and swallow this propaganda?	NOT
@USER @USER He'd probably get his face bashed in by a horde of angry Antifa armed with lead pipes.	NOT
@USER @USER @USER Oh look #Antifa are out to be play...#OPMAYFLOWER #GoodTRUMPsEvil #PatriotsFight #QAnon #MAGA #MAGAbots #DigitalSoldiers #FISAGate #GITMO #Trump2020 #DrainTheSwamp #EnjoyTheShow #LockHerUp  #StrawberryRecall  @USER @USER @USER @USER #WWG1WGA URL	NOT
