data	labels
Die Österreicher haben die Brandschatzungen und Überfälle der Muslime nicht |LBR| vergessen und sie damals davongejagt. Das gilt heute noch.	OFFENSE
Ich hoffe die AFD bekommt bei Neuwahlen 20%	OTHER
@generatoren_irr Das wundert mich jetzt, denn die vatikantreuen Blogs/Orgas oder auch Opus Dei sind genau auf dieser Linie, wie sie der Papst jetzt vertritt. Insofern hat es mich nicht überrascht, aber doch wütend gemacht.	OTHER
"@Tomahrweiler @Wallintin Das zionistische Regime hat nichts mit Judentum zu schaffen. |LBR| Verifiziert ist, dass das ""Judentum"", welches in Deutschland in den Medien [ff.] hofiert wird, keine Angehörigen der jüdischen Religion sind. Exemplarisch: Zentralrat d. Juden in D. Diese sind Zionisten."	OFFENSE
@BergholzMonika Monika, leider gibt es zu viele Menschendie das glauben, was in irgendeinem deutschen Käseblatt geschrieben steht. 😜	OTHER
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Heute endet also 2018. Was 1 geiles Jahr. Guten Rutsch hinein in 2019 <U+0001F389>	OTHER
5 Monate Untersuchungshaft wegen Benutzung eines Laserpointers. Blendung Hubschrauberpilot G20 in #Hamburg. #Ausländerkriminalität #Bahnhofstreter, #Vergewaltiger, #Drogenverkäufer Bewährungsstrafe. Deutscher Mensch zweiter Klasse?	OFFENSE
@H4BQQQ @sternde Kann es sein das ihre Schaukel, als Kind zu nahe an der Wand gestanden hat??	OFFENSE
@FroehlichKaiT @AfD_Support Wähler sind seit Jahren auch Islamlobbyvereine. |LBR| Wer glaubt, dass in Deutschland noch etwas zu retten sei, glaubt auch an den Weihnachtsmann 🎅	OTHER
Nichts kann wieder gut machen, was Opfer der Krawalle erlitten haben. Sollten Sie dennoch schnell u unbürokratisch entschädigen #g20protest	OTHER
Deutschland braucht junge patriotische Politiker und nicht verstaubte, antiquarische, unfähige #Altparteien.	OFFENSE
@focusonline Sehe ich Kathrin Göring Eckart, Merkel, Gysi, Petry, Wagenknecht und all die anderen Wendehälse die uns heute regieren. Frage ich mich. War der Fall der Mauer ein Fehler.	OFFENSE
Endlich hat Kurz einen Verbündeten aus Frankreich, der auch die |LBR| ungesetzliche Einwanderung von jungen Afrikanern unterbinden will.	OTHER
@jwinkelv @ruhrbarone Ja besser ist das. Eigentlich geht es nämlich um den Hambacher Forst.	OTHER
@Parthen73317144 @DarkGermany Solange Frau #vonStorch die Abgase ihres Dieselgenerators rückführt, kann sie den doch so lange laufen lassen, bis er nicht mehr geht...	OFFENSE
@Norbinator2403 Ein echter Mann und echte Kinder? Gott behüte. Die machen Schmutz und Geräusche. Und das rund um die Uhr. Das würde diese Zicke keine zwei Minuten durchhalten. Nicht in ihren heiligen vier Wänden, wo alles seine deutsche Ordnung hat.	OFFENSE
Die moralischen Motive waren bei Napoleon (Aufklärung), den Nazis (Rassismus) oder der EU (Multilateralismus) unterschiedlich. Doch aus russ. Perspektive wirkt es ähnlich, wenn sich ein (zwangs)geeintes Westeuropa immer wieder expansiv Osteuropa inkl. Ukraine einverleiben will.	OTHER
@vaumue @emrich_5933 Total charakterlich und moralisch verwahrloster Mob! - Unsere „Super-Medien“ machen munter mit!!	OFFENSE
@dushanwegner Es ist eindeutig und unmissverständlich.....unsere humanitäre Haltung ist falsch naiv und dumm, vollkommen im Arsch.	OFFENSE
"""Gedeon (#afd) ist nicht nur unfähig, die simple Argumentation des Gerichts zu verstehen, er staunt auch: |LBR| """"Hat doch gerade die zionistische Seite dafür gesorgt, dass [beim Thema Holocaust] das Recht auf freie Meinungsäußerung hier keine Rolle spiele."""" 1/2"""	OTHER
@lawyerberlin @fdp Es gibt noch einen Gott. NEUWAHLEN die einzige Kosequenz.	OTHER
@dieLinke Deutschland ist auch nicht sicher.	OTHER
Hallo Freunde, muss mich doch mal melden, ich hoffe, Ihr seid alle gesund und munter. 5 Wochen in Polen, eine Wohltat für meine Seele.	OTHER
Die BM in kurd. Gebieten werden mit der Flüchtlingsbetreuung von der Regierung und den westlichen Gemeinden alleingelassen.	OTHER
@ibikus31 @handschi2 @zeitonline Der Umsturz ist im Gange. Bevor die Bürger richtig wach werden, haben wir kein Deutschland mehr und die Brüsselkratie hat aus uns ein muslimisches Bundesland Deutschland gemacht. Man kann allen Deutschen nur raten sich schnell genug abzusetzen. Mal sehen was ohne Arbeitstiere ist	OFFENSE
#Pegida #Frankfurt will sich um 17:00 Uhr am Montag an der Hauptwache treffen; also: 16:30 vor Ort PEGIDA verhindern! #Antifa	OTHER
@_A_K_K_ @CheNazihunter @CDU Zu deutsch: sie diskriminieren Menschen nach ihrem nutzen für die Wirtschaft. Also nach dem, was sie den reichen einbringen. Wer nicht nach klassischen Vorstellungen arbeiten geht ist in ihren Augen nichts wert. Das ist zu tiefst unmenschlich und grenzt an Sklaverei.	OTHER
@der_fisch001 Nein. Kein Ohrwurm. Bin noch mit der Titelmelodie von 'die Sendung mit der Maus beschäftigt (seit Tagen). |LBR| Bitte weitere Schnipsel.	OTHER
Lebendige Diskussion in der SPD notwendig und stärkend, auch wenn das in den Medien gegen uns gewandt wird.	OTHER
@jasmin_lachmann Anscheinend heute am späten Nachmittag, von der genauen Uhrzeit haben wir aber auch keine Kenntnis...	OTHER
"@Martin_Sellner Die Linke Arroganz wird schon noch ihre Ohrfeigen bekommen wenn so """"TAPFERE Blödies"""" wie M.Albrecht länger am Watschenbaum rütteln !"	OFFENSE
@P_Plattform @Renft1964 Die Prozentzahlen der Grünen, beziffern nur die Idiotenzahlen in Deutschland!	OFFENSE
@KazuyaIttegoya @morgenmagazin @L_vonMontfort was sie so alles wissen 🧐	OTHER
@theweirdgerman So was kann 1 zur Verzweiflung bringen. <U+0001F62C>	OTHER
"""US-Wirt.Minister:""""Bürger, die für Gleichheit&amp;Freiheit aufstehen,dürfen niemals m weißen Rassisten,Neo-Nazis +dem Ku Klux Klan gleichgesetzt"""""""	OTHER
Das ganze hat nichts mehr mit Politik zu tun es hat was mit Taschen voll stopfen zu tun Und da sind die , die schon immer hier waren Altparteien super drin	OFFENSE
"Der 5. Bus aus Berlin zu M31 steht bereit. Es gibt also wieder Karten für 20 Euro das Stück bei ""Red Stuff"" und ""Schwarze Risse""."	OTHER
Warum hat wohl der Terrorfürst Yassir #Arafat das Wort »#Palästinenser« für die #Araber in der #Levante benutzt? Dieses Volk gab es vorher nicht, aber man bediente sich aus dem #Antisemitismus der #Römer, die uns #Juden demütigten &amp; Eretz #Israel in #Palästina« unbenannten.	OFFENSE
cps diskutieren mit anmelder der demo. wollen das der antikapblock alle potenziell gefählichen gegenstände abgibt. #blockupy	OTHER
@tagesthemen Herr Steinmeier hat doch gerade erst die Kieler Woche eröffnet - vielleicht sind das die Farben von Schleswig-Holstein? Vielleicht hat er sich das gewünscht? <U+0001F914>	OTHER
Die @CSU braucht kein neues Logo. |LBR| Neue, vor allem vertrauenswürdige Politiker sind gefragt. |LBR| Kein #Drehhofer. Keine grenzenlose Einwanderung. |LBR| Schaut's euch in AUT um, die machen es gerade vor, wie es geht.	OFFENSE
@helllud123 @tagesschau Wir das Volk werden Euch Luschen abwählen!	OFFENSE
@machtjanix23 @teite99 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Nicht so gereizt, das BKA hat das Gutachten gemacht - nicht ich. Und da der internationale Druck groß war, musste der Spiegel was dazu schreiben.	OTHER
Und andersherum. |LBR| Warum verhängt denn der #Sozialismus nicht seinerseits #Sanktionen gegen den verhassten Westen und ringt ihn damit wirtschaftlich in die Knie?!?	OTHER
@HugoMuellerVogg Ich hab ein Herz für die Bad Boys.	OTHER
#blockupy airport: es geht weder vor noch zurück. Genoss_innen: Vorwärts und nicht vergessen...	OTHER
Beifall, Ihr Niederländer, schon im 17.Jahrhundert haben die Österreicher |LBR| die türkischen Invasoren davongejagt. Weiter so.	OFFENSE
@Waldoknalldo @SteveMotley Mehr als 20 US CEO‘s zurückgetreten und Teilweise auf der Flucht	OTHER
@MalteKaufmann Ich gehe nur noch gesichert raus	OTHER
@kahrs Und?Wieder die Rosette versilbern lassen?	OFFENSE
@Tomahrweiler Der denkende Teil der deutschen Bevölkerung, so denke ich, braucht sich nicht -mehr- klarstellen, denn durch Vernunftdenken ist ihm -dem Menschen in toto- Glaubensausrichtigung ff. weniger bedeutsam als das Menschsein! Ich sage es eindeutig: Israel ist ein faschistischer Staat.	OFFENSE
@DOK_Leipzig @JKasek @Anne_VLPX @Karangtateng @vierlagig Kommt endlich mal aus eurer Blase raus. Zwei Jahre hintereinander der gleiche Mist.	OFFENSE
“Als Punkerin trug ich meine politischen Botschaften ohnehin gerne plakativ mit mir rum. Und genau das war auch mein Schlampen-Tattoo: politisch.” |LBR| Es war schon immer problematisch, dass Punk denken, öffentlich saufen sei ein politischer Akt.	OTHER
Andreas #Hollstein @CDU Bürgermeister aus #Altena #Zivilcourage höchster Respekt!	OTHER
@Ralf_Stegner Und was gedenken Sie gegen diesen Menschenfeind #seehofer zu tun ? Ich meine neben twittern?	OFFENSE
Wir übernemen selbstverständlich Verantwortung; Stichw. Antisemitismus Judenhass bei Muslimen - jeder Angriff ist ein Angriff auf uns alle - aber wir werden uns nicht zur Projektsfläche hergeben einer Entlastungsdebatte a´ la #AFD und #jensspahn #allesBöseKommtVomAusland	OTHER
Erdogan und seine Minister dürfen gerne in die Niederlange auftreten, aber bitte gleich in Den Haag!	OTHER
@AfD_HD Das sind Analphabeten die Verstehen nur Körperliche Gewalt, Wir sind früher in Der Schule mit Dem Stock auf die Finger bestraft worden , bei Ungehorsam. Das sollte wieder eingeführt werden,dann haben es die Lehrer einfacher.	OFFENSE
@arian_elquaida @ThunderRainman Richtig, denn ein Fisch fängt immer am Kopf an zu stinken.	OTHER
Kurdistan Solikundgebungen heute: Frankfurt: HBF , 16:00, Gießen: Kirchplatz 16:00, Darmstadt: Luisenplatz 18:00, Mainz: HBF 16:00	OTHER
@KrahMax Toleranz bedeutet meistens das der andere im Recht ist...	OTHER
@Spekulant1 @SZ @EveRoll das fragen sie dann bitte frau roll. wenn die afd es tut, und um diese partei ging es in dem artikel, dann ist es legitim das zu schreiben.	OTHER
Was heißt hier Flüchtlingseinrichtungen? Die meisten der jungen |LBR| Männer sind keine Flüchtlinge. Sie sind rücksichtslose Invasoren.	OFFENSE
@DJVde @pilgrim_rosine Da hilft nur eins - bekämpfen und keine Plattform bieten	OTHER
Meine ältere Schwester ist lieb und nett. Aber wie gewöhne ich ihr endlich ab, dass sie dauernd in meinem eigenen Haus an meinem eigenen Tisch mir mein eigenes Essen anbietet? <U+0001F643>#kleinerBruder	OTHER
@PBahners Toleranz braucht man nicht für Gleichgesinnte.	OTHER
@tx0h @kahrs Weiß nicht wie lange schon.	OTHER
Und wenn hier einer wach ist, DANN BIN ICH DAS!!! |LBR| nicht.	OTHER
Das Votum der Wahl war einfach |LBR| „Merkel mußweg“ |LBR| Aber die begreift oder will es nicht begreifen. |LBR| Warum verhandelt nicht CDU mit fdp und Grünen	OTHER
@Chat_Atkins Er will beobachten, ob seine Beratung Früchte trägt...	OTHER
@MiriamOzen Wie klar und deutlich sollen wir es ihr noch zeigen... |LBR| Wir wollen und brauchen ihre Dienste nicht mehr...!!!!	OTHER
@rponline dann warten wir mal ob die Lügenpresse und Medien jetzt über Marcon herziehen und hetzen!!	OFFENSE
@Resistance20186 Wer oder was ist Österreich? <U+0001F914>	OFFENSE
Ist mir doch SCHEISSEGAL!!!! |LBR| Jeeeeeedes VERFICKTE Jahr der gleiche gottverdammte ROTZ! |LBR| Es geht mir so dermaßen auf den SACK!! |LBR| Ich HASSE Ostern.	OFFENSE
@Beatrix_vStorch @KHinnek Frau von Storch. Ich bin bekenneder AfD Wähler , aber solche Sprüche sind ersten nicht witzig , zweitens nicht richtig und drittens unangebraucht und provokant. Müssen wir den Linksdrehenden immer Futter liefern ?	OFFENSE
@ilumiriel Weil so was total an die Substanz gehen kann, kenn das auch, einfach mal <U+0001F49C>liche Gruesze.	OTHER
@cuffedCatling Danke schön. Ist mir so rausgerutscht... :-D	OTHER
@KokoLores20 Ja die kleine Heike spurt...Natalia sagt was Sache ist..! |LBR| @HeikoMaas	OTHER
MORGEN: 16:00 UHR Hauptbahnhof #Frankfurt Demo gegen den #IS und #Erdogan in Solidarität mit #Kobane. Hoch die internationale #Solidarität!	OTHER
@u98 @penzonator @spdde @woelken Dass es keine Mehrheit im Europäischen Parlament gegen die Urheberrechtsrichtlinie gegeben hat, kann man der SPD nur anlasten, wenn man ihr vorwerfen will, dass sie zu wenig Abgeordnete hat. Für die Richtlinie haben IIRC nur MdEP von CDU&amp;CSU und Grünen gestimmt, oder?	OTHER
Antrag 28 wird aufgerufen: Die Synodal- und Gemeindeordnung soll in Bezug auf #Ehe und #Lebenspartnerschaft angeglichen werden - #aksynode16	OTHER
Heute Ältestenrat zur Vorbereitung der nächsten Landtagssitzung. |LBR| Später diverse Medientermine. |LBR| Nachmittags zu Gesprächen nach Lübeck und zum IHK Neujahrsempfang.	OTHER
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Schönen Freitag. Ist aber eh egal welcher Wochentag, ich hab ja schließlich Urlaub <U+0001F60E>	OTHER
Vor der Neuen Mensa in Frankfurt soll ein Infostand der #Afd sein. Haut ab, hier ist kein Platz für Rassismus! #Antifa #Antira @ank_ffm	OFFENSE
@jettekrokette @schlipztrega wie wär ein fus voller liquid ecstasy	OTHER
@Saefken @meineStimmeDE Säfken is nen Trollaccount ...hattermir selber erzählt!^^	OTHER
Diese Woche im AZ Aachen: |LBR| Mi 19.9.18 18:30 Uhr: |LBR| Schwarz-Rote Kneipe: Hambi bleibt! |LBR| Fr 21.9.18 19:00 Uhr: |LBR| Raise your voices ! 2. Feministischer Poetry Slam |LBR| Sa 22.9.18, 23:00 Uhr: |LBR| I Love The 80s-Party	OTHER
@punkbln Kommunikation ist nicht so einfach wie Knüppeln lassen #olafscholz	OTHER
@Hydraxxx2016 @MariaFu20903311 Super Spruch und 100 % richtig. Begegnet einem fast Täglich und die Scham in den Gesichtern der Menschen die unser Land aufgebaut und groß gemacht haben , ist manchmal nicht zu ertragen. Dann könnte ich diesen ganzen Dreckspolitikern mit Anlauf in den Arsch treten.	OFFENSE
@focusonline Wir brauchen nicht noch mehr Leute die unser Sozialsystem zerlegen.	OTHER
Jeder der Deutschland hasst soll raus aus Deutschland	OFFENSE
Wieviele Jahrhundert Hurrikane muss es geben, bis die Klimawandel-Leugner merken, dass sie gerade das Leben ihrer Enkelkinder ruinieren?	OTHER
@petryficker @uwebecher @KuhnerWanna Es lohnt sich nicht nur vorausschauend zu fahren sondern auch vorausschauend zu denken...gilt insbesondere für Biker... |LBR| ..petryficker im Profil...tust dein Hirn mitm Helm ablegen..?	OFFENSE
Ab jetzt binden wir den Verfassungsschutz @BfV_Bund am Besten immer in alle unsere Tweets ein. So können sie in Echtzeit überprüfen, ob jemand mit seinen Zweifeln an der Alternativlosigkeit der Politik von Frau Dr. <U+2764><U+FE0F>Merkel<U+2764><U+FE0F> mglw. versehentlich etwas über die Stränge schlägt.	OTHER
@fred_lumma @Nazifresser klar versteck ich mein Gesicht... hab keine Lust auf Besuch...	OTHER
Natürlich mit Atombunker und vielen unterirdischen Gängen und einer Moschee	OTHER
@AsbHartzer4 Du bist hier der Hartzer steht sogar in deinem namen uff	OTHER
@Coffee__Grind @CarlaScheytt @luna_in_munich Die Strafe war in den bekannten Fällen noch nicht verbüßt. Wenn im Heimatland die Todesstrafe oder Folter droht, darf nicht abgeschoben werd	OTHER
22:10 Das AZ #Aachen kann aktuell &amp; noch bis mindestens 00.30 Uhr aufgesucht werden falls Menschen ein heißes oder kaltes Getränk oder eine Couch für eine Ruhepause brauchen. &lt;3 Das AZ ist direkt neben dem HBF (Hackländerstr.5). #hambacherforst #hambibleibt	OTHER
@InesHenkler @brosel_werner Siehste, wusst ich`s doch, auch bei Frauen ist oft der Wunsch Vater des Gedanken 😂😂😂	OTHER
@loriotfehlt @IngoFunke Macht Pizza mit Schweinefleisch drauf....selektiert sich von alleine...!	OTHER
250 Menschen auf der Demonstration gegen das Dublin 2 Abkommen auf der Demo der selbstorganisierten ,,Refugees for Change'' #Refugeeswelcome	OTHER
@jouwatch Furchtbar! Die SPD setzt sich an die Spitze der Hetzer und Diffamierer! Sehen ihre Super-Repräsentanten die Parallelen, zum ihrem angeblich bekämpften historischen Feind, nicht?	OFFENSE
War starts here - Stop it Here! Fluchtursachen bekämpfen, innere und äußere Aufrüstung stoppen!	OTHER
@_Lady_Hexe_ Alles gut. Cosmos direkt ist dran gegangen. Hab dort schon paar Versicherungen.	OTHER
@schweizok2 Ihr Parasiten weg mit Euch allen	OFFENSE
"""@Jarnsaxxa @BILD Warum nicht an Merkel? Ganz einfach, weil diese Aufzählung andere """"Bild-Nachrichten"""" für mindestens 1 Jahr blockiert 😜"""	OTHER
@Hartes_Geld @krippmarie Mit „Plagiaten“ kennt sich der 🇩🇪Staat samt seiner Führungspositionen bestens aus....	OTHER
@fuelinup Ohhhhh das wird super :)))	OTHER
@BILD Super-Abwehr? 2 Spiele unentschieden und 2 mit 1 Tor Unterschied gewonnen!<U+0001F602><U+0001F602>	OTHER
@BlaukePetry @tyramizou @lawyerberlin Sagte die Hippiesugarmama ! Auch ihr dürft Kernseife benutzen ! Nur, grüner DRECK, ist halt tief eingefressen! Fragt mal Mädels oder Jungen, die von Kohn Bendit eingeritten wurden !	OFFENSE
@bettisweb @dannytastisch Hi, Marktplatz 40213 Düsseldorf um 14 Uhr.	OTHER
""".@MartinSchulz appelliert fast verzweifelt um Mehrheit für """"ergebnisoffene Sondierungen"""" - und damit um sein eigenes politisches Überleben: """"Vertraut mir"""". @spdde #spdbt2017"""	OTHER
Ich HASSE Urlaub!! |LBR| Den GANZEN VERFICKTEN Tag tun müssen, was ich will. |LBR| WIR SIND HIER SCHLIESSLICH NICHT BEI WÜNSCH DIR WAS, DU FICKER!!	OFFENSE
@AlfonsMark1 @JewishAgency @ZWSTgermany Es handelt sich dabei um Hilfsprogramme VON #Israel. Aber das kann man im Eifer schonmal überlesen.	OTHER
Damit das nicht in Vergessenheit gerät. Heute Abend bei Maischberger zu Gast: Helmut #Markwort, der zur „neu“rechten Wochenzeitung Junge Freiheit (JF) schon seit mehr als einem Jahrzehnt Verbindungen unterhält.	OTHER
.@spdbt wollte erst nicht regieren, jetzt ist @MartinSchulz „stolz darauf“, Verantwortung zu übernehmen. Das verstehe, wer will. @heutejournal	OTHER
@LaundryCats Zum Krafttraining neben dem Radsport <U+261D><U+FE0F>	OTHER
@MrMacsimon fröhlicher gruß aus der hauptstadt simon 👍	OTHER
Wir werfen niemandem vor, dass er für seine Prinzipien einsteht. Wir tun es aber auch für unsere Haltung. Wir sind für Trendwenden gewählt worden. Sie waren nicht erreichbar. Es ist besser, nicht zu regieren, als falsch zu regieren. CL #jamaika #sondierung	OTHER
@qnbechtel @hdBerretz @faznet Warum auch, denn dann müsste man konsequent auch alle Politiker der Kartellparteien ausschießen die sich rassistisch gegen Deutsche geäußert haben oder es in Zukunft tun.	OTHER
@munnigan @DLF Danke für den aufwendigen Beitrag! Soweit ich weiß, steht sie auf der Liste - allerdings auf keinem aussichtsreichen Platz - ohne Wahlkreis.	OTHER
